0.	0.001	0.
0.001	0.002	0.
0.002	0.003	0.
0.003	0.004	0.
0.004	0.005	0.
0.005	0.006	0.
0.006	0.007	0.
0.007	0.008	0.
0.008	0.009	0.
0.009	0.01	0.
0.01	0.011	0.
0.011	0.012	0.
0.012	0.013	0.
0.013	0.014	0.
0.014	0.015	0.
0.015	0.016	0.
0.016	0.017	0.
0.017	0.018	0.
0.018	0.019	0.
0.019	0.02	0.
0.02	0.021	0.
0.021	0.022	0.00001
0.022	0.023	0.00009
0.023	0.024	0.00037
0.024	0.025	0.00106
0.025	0.026	0.00241
0.026	0.027	0.00468
0.027	0.028	0.00814
0.028	0.029	0.01306
0.029	0.03	0.01968
0.03	0.031	0.02822
0.031	0.032	0.03886
0.032	0.033	0.05177
0.033	0.034	0.06709
0.034	0.035	0.08492
0.035	0.036	0.10535
0.036	0.037	0.12842
0.037	0.038	0.15418
0.038	0.039	0.18263
0.039	0.04	0.21376
0.04	0.041	0.24756
0.041	0.042	0.28398
0.042	0.043	0.32296
0.043	0.044	0.36445
0.044	0.045	0.40837
0.045	0.046	0.45464
0.046	0.047	0.50315
0.047	0.048	0.55382
0.048	0.049	0.60655
0.049	0.05	0.66122
0.05	0.051	0.71772
0.051	0.052	0.77596
0.052	0.053	0.8358
0.053	0.054	0.89714
0.054	0.055	0.95987
0.055	0.056	1.02386
0.056	0.057	1.08901
0.057	0.058	1.15521
0.058	0.059	1.22234
0.059	0.06	1.29029
0.06	0.061	1.35896
0.061	0.062	1.42825
0.062	0.063	1.49804
0.063	0.064	1.56825
0.064	0.065	1.63878
0.065	0.066	1.70954
0.066	0.067	1.78042
0.067	0.068	1.85136
0.068	0.069	1.92225
0.069	0.07	1.99303
0.07	0.071	2.06362
0.071	0.072	2.13394
0.072	0.073	2.20391
0.073	0.074	2.27349
0.074	0.075	2.34258
0.075	0.076	2.41115
0.076	0.077	2.47913
0.077	0.078	2.54645
0.078	0.079	2.61308
0.079	0.08	2.67896
0.08	0.081	2.74405
0.081	0.082	2.8083
0.082	0.083	2.87166
0.083	0.084	2.93411
0.084	0.085	2.99561
0.085	0.086	3.05612
0.086	0.087	3.11561
0.087	0.088	3.17405
0.088	0.089	3.23143
0.089	0.09	3.2877
0.09	0.091	3.34286
0.091	0.092	3.39688
0.092	0.093	3.44974
0.093	0.094	3.50144
0.094	0.095	3.55194
0.095	0.096	3.60125
